sep=,
Date,Post,Likes,Comments,Clicks,Shares,Potential,
7/24/2017 02:59 PM,"What it Means to Think Kingdom : Digging Deeper for Week of July 23, 2017",5,0,0,0,0,
7/24/2017 06:00 AM,"In 2 Corinthians 12:9-'10, the Apostle Paul asked God three times to take away the thorn in his flesh and God said, “My grace is sufficient for you, for my power is made perfect in weakness.” Therefore I will boast all the more gladly about my weaknesses, so that Christ’s power may rest on me. That is why, for Christ’s sake, I delight in weaknesses, in insults, in hardships, in persecutions, in difficulties. For when I am weak, then I am strong.
When we stop living for our own glory, we stop being limited by our own abilities and our own efforts and we begin to live by the power of God -' the Holy Spirit inside of us! When we refuse to be stopped by earth-'bound thinking of what is and is not possible and when we stop living for our own glory, we become limitless! Read more from Dr. Drew about how our weakness becomes a vehicle for the strength of God on our blog at…http://buff.ly/2um9xpL",14,0,10,1,335,
7/23/2017 04:53 PM,"It's not to late to save, serve, and sign-'up to donate blood!
Red Cross Blood Drive July 24, 2017 from 2:00-'7:30 PM

Make a lifesaving blood donation right here on our campus thanks to our friends in the CAP ministry. You can set your donation appointment on the Red Cross website: http://buff.ly/2tos2Nf.",0,0,0,0,81,
7/23/2017 10:59 AM,"Feeling like life is a little complex this morning? Join us as Pastor Drew walks through five (difficult) steps to Think Kingdom.",12,9,0,2,0,
7/23/2017 09:29 AM,"Feeling like life is a little complex this morning? Join us as Pastor Drew walks through five (difficult) steps to Think Kingdom.",21,12,0,3,0,
7/23/2017 08:20 AM,"Join us for services today at 9:30, 11:00 or 12:30! 
Cast your cares on the Lord and he will sustain you; he will never let the righteous be shaken. -'Psalm 55:22",8,0,8,0,743,
7/21/2017 07:35 PM,"Time for a #TablesAtSR selfie call! Let's see you living out our belief that life is better connected. Post your selfies in the comments and enjoy a few we got last week!",5,1,110,1,494,
7/21/2017 04:53 PM,"Are you looking for a way to serve and save a life? Give blood and save three!
Red Cross Blood Drive July 24, 2017 from 2:00-'7:30 PM

Make a lifesaving blood donation right here on our campus thanks to our friends in the CAP ministry. You can set your donation appointment on the Red Cross website: http://buff.ly/2uxN4ca.",0,0,2,0,70,
7/20/2017 07:15 PM,"Our Church is a major part of our strong foundation! It's who we do life with because life is better connected. If you haven't found a group of people to support your foundation, jump into a Table this week! Check out our full list here: http://buff.ly/2uILSTK",5,1,1,0,88,
7/20/2017 04:50 PM,"How's your foundation? Is it totally sandy? Are there some pieces of it that need some attention and strengthening? Pastor Steve gave us lots of insights on how to have a firm foundation, you can hear his message here: http://buff.ly/2u89sGn",17,1,23,0,568,
7/20/2017 12:05 PM,"One piece of our Spiritual foundation is our Gifts & Talents. How are you using what God has given you to serve him? If you haven't started yet, find a place to strengthen your gifts here: http://buff.ly/2uIF1K6.",2,0,2,0,213,
7/20/2017 08:05 AM,"What is Your Foundation? Check Out This Week's Life Lifter!",3,0,0,1,0,
7/19/2017 09:34 PM,"Every Thursday morning, the Severn Run Staff prays together. How can we pray for you?",22,7,102,1,1474,
7/19/2017 07:15 PM,"Foundation #1: Our Spirit. It's who we are, who God has made us and our connection to Father God in heaven. How are you strengthening your Spirit foundation today? Our blog has lots of insightful posts to help: severnrun.com/blog",4,0,1,0,192,
7/19/2017 04:50 PM,"Don't forget to join our friends at The Transformation Center for tour night tonight at 7 PM! You can RSVP here:",1,0,0,0,180,
7/19/2017 12:05 PM,"Red Cross Blood Drive July 24, 2017 from 2:00-'7:30 PM
Make a lifesaving blood donation right here on our campus thanks to our friends in the CAP ministry. You can set your donation appointment on the Red Cross website: http://buff.ly/2tET3Hy.",2,0,1,0,161,
7/19/2017 09:00 AM,"On Sunday, Pastor Steve taught us that half of the people who follow Jesus make that decision by the time they are only 12 years old. In The Parable of the Wise and Foolish Builders , we learned how critical it is for us to build a strong foundation in Jesus.  If we leave this foundation building to the “world” or our own nature, we will end up broken. So we must help our own children and the children of our church (and even the newer believers) build a strong foundation of faith. 
You don’t need to know everything before you start serving -' follow the leading of the Holy Spirit and make a commitment to helping grow the new believers around you -' both in your family and in the church. Share your story, share your life, and reach out to others with the love of Jesus. If you feel a calling to serve in the children’s ministry, contact Pastor Steve at the church office and get involved!

 ""Therefore everyone who hears these words of mine and puts them into practice is like a wise man who built his house on the rock.""  (Matthew 7:24-'27)",14,0,13,1,443,
7/18/2017 09:00 AM,"As parents (or anyone who influences kids), it's important that we invest in our kids' foundations: Spirit, Family, and Church.",13,0,17,2,861,
7/17/2017 07:35 PM,"VBS has been tons of fun! Did you know you can get a glimpse on our photos page? http://buff.ly/2tyBMzS",32,0,186,2,956,
7/17/2017 04:53 PM,"🎉😀🌎It's world emoji day! 🌎😀🎉
Reply with your most used emoji to celebrate with us!",2,24,74,0,895,
7/17/2017 02:59 PM,"Digging Deeper for Week of July 16, 2017",3,0,0,0,0,
7/17/2017 01:51 PM,"For Your Information: Our office phones and internet are down today. Our apologies for any missed communication.",3,0,2,0,225,
7/17/2017 06:00 AM,"Jesus Christ is resurrected and His spirit indwells every true believer and every true believer now, ""can do all things through Christ who strengthens me."" (Phil 4:13) There is an answer and His name is Jesus. If you can find a better answer that is more positive, than good luck to you. I could not and I don’t believe that you will either. Father, in Jesus’ name I pray that you would help us to surrender and to run to that which will set us free. Read the full message from Dr. Drew on our blog at...http://buff.ly/2tZ1yjX",12,1,8,2,295,
7/16/2017 10:59 AM,"Find your inner kid this morning and learn how to search the visible to discover the invisible God who loves us so much! It's VBS Sunday at Severn Run!",17,16,0,3,0,
7/16/2017 09:30 AM,"Find your inner kid this morning and learn how to search the visible to discover the invisible God who loves us so much! It's VBS Sunday at Severn Run!",15,4,0,2,0,
7/16/2017 08:30 AM,"Return to your first love. -'Revelation 2:1-'7",6,0,22,2,690,
7/15/2017 07:35 PM,"Tomorrow is VBS for everyone! Pastor Steve is going to show us what it's like to be a kid at Severn Run. Don't miss it at 9: 30 AM, 11 AM, or 12:30 PM.",15,0,23,1,1014,
7/15/2017 04:53 PM,"Our VBS shirts are the best ones around! You can get yours (and a bunch of other fun stuff) tomorrow at the Gear Shop (located on the big orange wall in the Atrium)!",7,0,15,0,615,
7/15/2017 09:00 AM,"Wouldn't it be cool to see the headlines say ""There is a God movement in the city of Baltimore!"" in the future? 
-' Pastor Brian Z.",22,1,14,0,498,
7/14/2017 07:35 PM,"Fri-'YAY! Using the GIF button in the comments, tell us how your week went.",13,32,285,0,2184,
7/14/2017 04:53 PM,"Tables Selfie roll-'call! Here are some of our #TablesAtSR from a couple weeks ago. Let's see some of your smiling faces enjoying a meal together in the comments. Go!",8,5,253,1,1000,
7/14/2017 09:00 AM,"Ready to truly love your neighbor as you love yourself? Partner with The Transformation Center: buff.ly/2twyrUX",8,0,9,2,166,
7/13/2017 07:15 PM,"We wrapped up our 5-'7 year old VBS week today, but the fun isn't over yet! 8-'12 year olds get to be Galactic Starveyors next week. Register at http://buff.ly/2uaXMph to attend or serve.",10,0,11,0,580,
7/13/2017 04:50 PM,"""God has a dream for your life!"" How can you help someone realize this truth? Join The Transformation Center team: buff.ly/2u72nJ5",0,0,8,0,49,
7/13/2017 03:00 PM,"💪 We're trying to break a record: putting all 700 worship center chairs back in less than an hour. Come help us be victorious at 6:30 PM. 💪",4,0,9,0,542,
7/13/2017 12:05 PM,"😛 What's for lunch? 😛
Tell us in the comments, and don't forget to find a Table to join at http://buff.ly/2u5Nju5.",1,0,0,0,13,
7/13/2017 08:00 AM,"This Week's Life Lifter: It was me...you did it for me.",10,0,0,0,0,
7/12/2017 07:15 PM,"What was Sunday's message about again? We all need some mid-'week refreshers to keep us focused on what God is doing in our lives. Follow this link (http://buff.ly/2uaEAbc) and sign up to automatically get Digging Deeper questions and our Life Lifter devotionals during the week!",2,0,5,0,190,
7/12/2017 04:50 PM,"It's not too late to join the Severn Run softball team. Get the details and register here: http://buff.ly/2uJCyvl",7,3,33,0,864,
7/12/2017 04:28 PM,"Come and help us put the chairs back in the Worship Center this Thursday at 6:30 PM.",0,0,6,0,409,
7/12/2017 12:05 PM,"How can God use your life to connect other lives to the hope and dreams that God has for them? Make an impact here: buff.ly/2u0wi4I",0,0,2,0,69,
7/12/2017 11:42 AM,"Closing rally -' Dance time! See the kids reaction to rally time.",40,2,0,0,0,
7/12/2017 06:00 AM,"In Matthew 9:37-'38, Jesus said to His disciples, “The harvest is plentiful but the workers are few. Ask the Lord of the harvest, therefore, to send out workers into his harvest field.” Jesus said the harvest is plentiful! There are millions of broken people around us who are blind now but if only the Father's love was revealed to them, they would be ready and receptive. What Jesus is trying to tell us is the church of the living God has to have a new attitude! A believing attitude and a faithful attitude that looks at our world around us and says we can make a difference. God is at work out there, He's already done all the work to plant and water, and all we have to do is to get out and connect with people and to bring in the harvest.
All around us there are hundreds of thousands of human beings that are ready to hear about the love of God and to have His arms around them. God may use your arms. You may be the arms of God, the hand of God, the Word of God and we gotta have a different attitude! We are called to join Him, empowered by the Holy Spirit and inspired by God, and if we do, there will be an immense harvest and a huge difference! Stories will be changed, if we just believe! -'Dr. Drew Shofner",6,0,2,1,126,
7/12/2017 06:00 AM,"How can we pray for you this week?",2,0,2,0,230,
7/11/2017 07:35 PM,"Do you lead at home, work, or at Severn Run? Sharpen your leadership skills by attending a local, live streaming of the nation's best faith & leadership conference, Global Leadership Summit.  Hear from great speakers like Sheryl Sandburg, Gary Haugen, and Andy Stanley and take your personal leadership skills up to the next level. Learn more and reserve a reduced cost ticket at http://buff.ly/2t6miCM!",7,0,16,0,604,
7/11/2017 04:53 PM,"⭐️ ✨ It's not too late to join in on the VBS fun! 8-'12 year olds are up next week and you can still sign up at http://buff.ly/2tAmwpr (yep, you can still serve too!  ✨ ⭐️",4,0,16,1,412,
7/11/2017 11:42 AM,"Join us for our VBS closing rally!",19,0,0,0,0,
7/11/2017 10:32 AM,"Let's explore VBS at Severn Run today!",35,6,0,2,0,
7/11/2017 10:24 AM,"Pro tip for your day: today you can get free chicken if you dress like a cow at Chick-'Fil-'A and then grab a free Slurpee at 7-'11!",11,0,3,0,75,
7/11/2017 09:00 AM,"Did you know that we throw away nearly half of the food we produce in America? Help bridge the gap between the hungry and waste with The Transformation Center: buff.ly/2uFPzGf",12,0,1,2,176,
7/10/2017 10:23 PM,"Happy Amazon Prime day! Don't forget to shop at Amazon Smile to support Severn Run while you score deals! Smile.amazon.com",5,0,7,0,343,
7/10/2017 07:35 PM,"Have you found a Table yet? It's a new week which means a new round of Tables. Find one to join at http://buff.ly/2t653l7 today!",3,0,8,0,589,
7/10/2017 04:53 PM,"Are you a skilled craftsman? Great teacher? Friendly smile? You can partner with The Transformation Center: buff.ly/2uFWAaq",2,0,3,1,140,
7/10/2017 11:44 AM,"Take some time to read the verses that inspired The Transformation Center: Isaiah‬ ‭58:6-'12‬ -'  #LiveJesus",1,0,2,0,135,
7/10/2017 11:40 AM,"Who is my neighbor? How can I break out of my comfort zone? Dig into these questions this week using our Digging Deeper questions.",8,0,0,2,0,
7/10/2017 06:00 AM,"In John 6:35 Jesus declared, ""I am the bread of life, whoever comes to me will never go hungry, whoever believes in me will never be thirsty."" No matter how hard your life is or what you're longing for that you can't get, if you will go to Jesus, if you won't keep your distance, He promises to satisfy! Read more from Dr. Drew about taking the initiative of faith and going hard after Jesus on our blog at...http://buff.ly/2tZbFFW",11,0,10,1,719,
7/9/2017 07:35 PM,"Ready to partner with The Transformation Center? Get started at buff.ly/2uFakCf!",7,0,11,0,314,
7/9/2017 04:53 PM,"How can you love your neighbor as yourself, if you don't love yourself? See how a Severn Runner overcame self hate:",19,1,84,7,1108,
7/9/2017 11:00 AM,"Happy Sunday Severn Run! Join us as we learn about our partners at The Transformation Center in Brooklyn Park and how you can follow God's call to go and serve!",15,13,0,13,0,
7/9/2017 09:30 AM,"Happy Sunday everyone! We're digging deep again today into the qualities and power of the Holy Spirit. Let us know your thoughts in the comments and be sure to share prayer requests too!",22,24,0,13,0,
7/9/2017 08:00 AM,"“Come to me, all you who are weary and burdened, and I will give you rest. 29 Take my yoke upon you and learn from me, for I am gentle and humble in heart, and you will find rest for your souls. 30 For my yoke is easy and my burden is light.” -'Matthew 11:28-'30",10,0,4,2,498,
7/8/2017 07:35 PM,"Severn Run Softball LeagueStarting July 9 • Fields at Severn Run
This year's co-'ed league starts July 9th and will run for 6 weeks on Sunday afternoons through August 13th. This is a perfect opportunity to meet other Severn Runners or invite someone to play with you. Player registration costs $35. For more info and to sign-'up, visit http://buff.ly/2sZ9f63.",1,0,10,0,568,
7/8/2017 04:53 PM,"Stop scrolling! Ask your kids about their favorite part of VBS last year. Add their answer to the comments. Only a couple of days until the fun begins again! http://buff.ly/2tuXxBT",8,3,21,0,675,
7/8/2017 09:00 AM,"BRUNCH TIME! Hit like if you've already had breakfast. Hit love if you're getting ready for brunch. Hit the mad face if you're not waking up until lunch. After you do that, find a Table to join at http://buff.ly/2tm8Qy9.",7,1,8,0,182,
7/7/2017 07:35 PM,"It's almost time! What's your favorite VBS memory? Take some times to tell your kids tonight and don't forget to sign up at http://buff.ly/2tv04wf.",4,0,4,0,516,
7/7/2017 04:53 PM,"It's Friday! What weekend eats are you looking forward to? Who can you invite along? Start your own Table this weekend and tell us about it: http://buff.ly/2tm3WBa. #TablesAtSR",1,0,1,0,74,
7/7/2017 09:01 AM,"What are you up to Sunday afternoon? You could help us transform our campus into outer space for VBS 2017! Plan to help us move chairs and decorate from 2:00-'6:00 PM.",3,0,2,0,269,
7/6/2017 07:15 PM,"We've got some great news! We've reopened Kid's Camp registration because we've added some spots. Reserve your kid's space before they are all gone: http://buff.ly/2tRjlKs",17,0,32,1,912,
7/6/2017 04:50 PM,"What's your favorite rainy day food? Will you be sharing it with your Table today? #TablesAtSR",0,0,1,0,245,
7/5/2017 06:00 AM,"Jesus spent his entire life pouring into others. In John 7:37, Jesus told us to come and drink. Let’s turn to Jesus, allowing him to fill us by the power of the Holy Spirit so that we might pour it onto the world around us, bringing the lost home to the Father who loves them. 
On the last and greatest day of the festival, Jesus stood and said in a loud voice, “Let anyone who is thirsty come to me and drink. Whoever believes in me, as Scripture has said, rivers of living water will flow from within them.” By this he meant the Spirit, whom those who believed in him were later to receive. Up to that time the Spirit had not been given, since Jesus had not yet been glorified. (John 7:37-'39)",15,1,19,1,727,
7/4/2017 11:16 AM,"Dig into how you can be better used by the Holy Spirit for the benefit of those around you with this week's Digging Deeper Questions.",3,0,0,0,0,
7/4/2017 08:01 AM,"Happy Independence Day Severn Runners! Today, let's count our blessings for the freedoms we have in America and praise God for the ultimate freedom we have through the love of Christ!
""Now the Lord is the Spirit, and where the Spirit of the Lord is, there is freedom."" -' 2 Corinthians 3:17.",11,1,6,3,779,
7/3/2017 06:00 AM,"Psalm 16:11 says, ""You make known to me the path of life; in your presence there is fullness of joy; at your right hand are pleasures forevermore.""
What our hearts and souls long for, is to know the joy and peace of connection to our creator. That’s what this life is for! You and I have His Word. You and I can live everyday in the presence of God. When we move from life in our own understanding, into the presence of God, and when we stand on the promises of God, there is joy! -'Dr. Drew Shofner",8,0,5,1,342,
7/2/2017 02:11 PM,"Remember when we said we'd give away a table if we got to 25 groups? Well we're ready to give away a table! If you haven't started your table yet or want to join one head to severnrun.com/tables",22,9,0,0,0,
7/2/2017 10:59 AM,"Happy Sunday everyone! We're digging deep again today into the qualities and power of the Holy Spirit. Let us know your thoughts in the comments and be sure to share prayer requests too!",19,30,0,3,0,
7/2/2017 09:29 AM,"Happy Sunday everyone! We're digging deep again today into the qualities and power of the Holy Spirit. Let us know your thoughts in the comments and be sure to share prayer requests too!",21,40,0,1,0,
7/2/2017 08:00 AM,"And when I wake up, you are still with me! -'Psalm 139:18",11,0,7,4,750,
6/30/2017 07:35 PM,"The third kind of person Dr. Drew taught us about is the spiritual person. The spiritual person yields their pride to Jesus' humility, their feelings to divine revelation, and their thinking to the Holy Spirit's lead. 
What the full message at: http://buff.ly/2tPWnRr",18,1,26,4,1245,
6/30/2017 04:53 PM,"🎉 It's Friday! 🎉 
Did you know that we have 4 Tables that meet (and eat) tonight? Check them out and join one by visiting http://buff.ly/2tpBiAs and filtering the day of the week to Friday.",5,1,22,0,495,
6/30/2017 09:00 AM,"Dr. Drew taught us about three kinds of people in response to the Spirit. Learn about the first two: the natural and the carnal.
What the full message at: http://buff.ly/2tPWnRr",8,0,5,0,261,
6/29/2017 07:15 PM,"Receiving the Holy Spirit is not about being odd for God.-' Dr. Drew Shofner

Watch the full message, The Spirit Difference Part 1, at:  http://buff.ly/2sgpw6d",11,0,11,2,654,
6/29/2017 04:50 PM,"We all want to be at peace, but we allow many things to come between us and that peace that we are looking for. Let's turn to the Bible for answers to those things that separate us from peace. Here are 5 verses to give you peace:",8,0,31,4,515,
6/29/2017 12:05 PM,"#TablesAtSR are in full swing! Share a Table Selfie below in the comments.",2,3,29,0,464,
6/29/2017 09:44 AM,"This Week's Life Lifter-' We are called to live in the Spirit...are you?",1,0,0,0,0,
6/28/2017 07:15 PM,"How were you first introduced to Jesus? It’s a good bet that you learned about Jesus because someone shared with you. They shared their personal experiences and the joy that he brought into their life. That person shared with you because they knew the impact Jesus would have in your life. Something about that interaction stuck with you, and your life began to change.  Now you may be learning how to share Jesus with others. Read how to share and what to pray for our on blog at:",9,0,14,1,347,
6/28/2017 04:50 PM,"The Holy Spirit never calls attention to Himself, but sets up our connection and then invisibly empowers an ever-'growing relationship with Jesus Christ.  Watch the full message, The Spirit Difference, Part 1 at:http://buff.ly/2tPLG1g",11,0,18,1,806,
6/28/2017 10:38 AM,"Art lovers! Join our friends from the Pregnancy Clinic Ministry for a benefit art show tonight in Annapolis and help support the life-'saving work done by their ministry for women and babies.",3,0,0,0,0,
6/28/2017 06:00 AM,"The fulfillment of your life will not be found in a man or a woman, not money or possessions, not the opinions of other people or some accomplishment of this vision that you self created for your life. The fulfillment of your life can only be found in one person; Jesus. That deep unsatisfied sense that is in each of us, is our longing for God. It is the longing to connect with life as it was meant to be in Eden. It is a longing for life as we want it to be in Heaven, but we are here and now in this imperfect, pain filled world, and God wants to answer that by filling our days with His love. Continue reading how Jesus fulfilled everything in scripture to fill you with the purpose of your creation on our blog at...http://buff.ly/2tVV5UV",31,0,52,5,1357,
6/27/2017 07:35 PM,"The only way to live Jesus is in the power of His Holy Spirit. -' Dr. Drew Shofner",21,1,16,1,887,
6/27/2017 04:53 PM,"Laying down your life and helping someone else pick up theirs is the beginning of a relationship that shows the love of Jesus.  Read what laying down your life means on our blog at:",17,0,12,1,471,
6/27/2017 09:00 AM,"Are you going to run on empty, dilute The Spirit, or replenish It?
Watch the full message, The Spirit Difference Part 1, at:  http://buff.ly/2sgpw6d",5,0,14,3,699,
6/26/2017 06:00 AM,"Yesterday's verse of the day on the Bible.com app had this verse image with the exact verse Dr. Drew read to us. Let's choose to let the Holy Spirit guide our lives today!http://buff.ly/2s6PLkg",14,0,11,1,1112,
6/25/2017 07:35 PM,"The only way to Live Jesus is in the power of HIS Spirit, not the ""broken"" of yours. Reject your spirit. Invite His in! -'Dr Drew Shofner",12,0,2,0,293,
6/25/2017 04:53 PM,"Severn Run Softball LeagueStarting July 9 • Fields at Severn Run
This year's co-'ed league starts July 9th and will run for 6 weeks on Sunday afternoons through August 13th. This is a perfect opportunity to meet other Severn Runners or invite someone to play with you. Player registration costs $35. For more info and to sign-'up, visit http://buff.ly/2s3Hmy7.",8,0,36,7,671,
6/25/2017 11:09 AM,"Sorry for the late start church! Join us this morning to dig deeper into the character of the Holy Spirit. And join us on campus for food trucks as we launch Tables! Start or join a table at severnrun.com/tables",10,7,0,0,0,
6/25/2017 09:30 AM,"Good morning and happy Sunday! Today we pray you grow to have a deeper understanding of the Holy Spirit. And don't forget our Tables initiative starts today! If you can, stop by campus to enjoy some food trucks. You can start or join a Table at severnrun.com/tables",13,18,0,5,0,
6/25/2017 07:00 AM,"Happy Sunday Severn Runners! The grass withers and the flowers fall, but the word of our God endures forever. -'Isaiah 40:8",16,0,16,3,857,
6/24/2017 07:35 PM,"Gear Shop Team Interest Meeting -' tomorrow at 12:30 PM in Room 145.  Be a part of the team that ensures every Severn Runner can get their hands on the great products we provide! We are looking for folks interested in serving one to two times each month with us. Stop by our interest meeting to hear all about it, and you will get a travel mug and car sticker/magnet just for staying! To learn more contact Bekah at rebekski227@gmail.com.",1,0,2,0,241,
6/24/2017 04:53 PM,"As Galactic Starveyors, your kid(s) will go to the clubhouse and find the God who is over the moon in love with them! Sign up for next month's VBS today at:  http://buff.ly/2tE6pVD",4,0,9,3,347,
6/24/2017 09:01 AM,"And Jesus said, ""I no longer call you servants, I call you friends!"" Connect with Tables this summer as we grow as a church of friends.",11,0,3,0,702,
6/23/2017 07:35 PM,"We are constantly growing in one of two directions-' Toward Broken or Toward Kingdom. -'Dr. Drew Shofner",10,0,25,2,1036,
6/23/2017 04:53 PM,"All kids entering 3rd-'7th Grade are invited to embark on an epic adventure to learn why Jesus Christ is the One True Light at CentriKid Camp 2017. Help bring a child closer to Jesus at CentriKid Camp by donating to a camper. Follow the donation link at the bottom of http://buff.ly/2rK2vgL to donate!",3,0,2,0,113,
6/23/2017 09:01 AM,"Tables -' Who should you eat with? Why should you join or host? Our Life-'Is-'Better-'Connected (Woo-'hoo!) leader, Amber Adams explains in this short video:",5,0,15,0,441,
6/22/2017 07:21 PM,"0",3,4,0,0,0,
6/22/2017 07:15 PM,"This year we will have TWO weeks of VBS fun broken down into smaller age ranges so that each Severn Run kid can have even more fun!July 10-'13, 5-'7 Year Olds
July 17-'20, 8-'12 Year Olds
From 9:00 AM to Noon
Sign up your kid(s) a spot today at:",1,0,4,1,166,
6/22/2017 05:28 PM,"Help us reach our next Tables goal! We want to have 100 Tables by the end of the summer, we aren't going to end this live video until we are a quarter of the way there. Sign up to host a Table today by texting 410-'921-'6788 or visiting severnrun.com/tables.",8,55,0,7,0,
6/22/2017 04:50 PM,"Imagine if you were able to provide an education and clean water to a specific child who’s name you know and family you know about. Imagine being part of supporting a community that is able to have sustainable businesses and services that once seemed impossible. Imagine being part of releasing a child from poverty in Jesus’ name! Don’t just imagine, go do it!!  Learn more on our blog at:",2,0,8,0,192,
6/22/2017 12:05 PM,"What's for lunch? While we can't help you out with that today, we can on Sunday! Come and try some BBQ from Uncle B's at our Tables Kick-'Off this Sunday from 11 AM to 2:30 PM.",12,0,8,0,383,
6/22/2017 08:00 AM,"Jesus knew that spending time getting to know people was more important than being “religious.” Read more in this week's Life Lifter",2,0,0,1,0,
6/22/2017 06:00 AM,"Jesus is relationship, joy and acceptance. -' Dr. Drew Shofner
Watch the full message, The True Value of Tables, at: http://buff.ly/2rEOuMY",7,0,8,0,660,
6/21/2017 08:34 PM,"Come learn about what it takes to serve with the Gear Shop team this Sunday at 12:30 in room 145 (and score a new coffee mug)!",2,0,0,0,0,
6/21/2017 08:32 PM,"Focusing on Jesus lifts us out of relational poverty. -' Dr. Drew Shofner",13,0,28,1,850,
6/21/2017 07:15 PM,"Gyro... how do you pronounce it? No matter how you say it, you can eat it this Sunday at our Tables Kick-'Off because our friends from Greek on the Street will be there!
We'll see you after one of our services for life around the Table!",7,1,5,0,239,
6/21/2017 04:50 PM,"Vacation Bible School (VBS) is an incredible time for children 5 years old thru 12 years old to take an adventure like no other. Kids will search the skies and God's Word to uncover God's truth etched in His handiwork. They will discover that the God who created everything there is-'-'the knowable and the unknowable, the visible and the invisible-'-'wants a relationship with them!Join us as we start ""SEARCHING THE VISIBLE, DISCOVERING THE INVISIBLE""
Register your kid(s) today at:",3,0,7,0,224,
6/21/2017 12:05 PM,"Everyone needs a little help sometimes. Help bring a child closer to Jesus at CentriKid Camp by donating to a camper. Follow the donation link at the bottom of http://buff.ly/2tlqPT9 to donate!",2,0,0,0,180,
6/21/2017 08:15 AM,"Hebrews 12:1-'2 says, ""Therefore, since we are surrounded by such a great cloud of witnesses, let us throw off everything that hinders and the sin that so easily entangles. And let us run with perseverance the race marked out for us, fixing our eyes on Jesus, the pioneer and perfecter of faith.""
God has spoken into us this truth that life is to be a day by day experience; a journey of growth. Your story is to be an upward story, not a downward spiral! Your story is not to be a story of increasing brokenness, addiction, or despair. Your story is not to be a story of decrease; it is to be a story of increase. We are running a race that ends in Glory! Do you realize that? Now you have to step back and think, “How will I run it?” Continue reading how we are called to grow in our spiritual journey on our blog at...http://buff.ly/2rBgG3z",8,0,5,1,228,
6/20/2017 07:35 PM,"How is Tables different from Connect Groups?  Watch and learn from our Connect Group Leader, Amber Adams.",15,1,76,0,925,
6/20/2017 04:53 PM,"Yummmm. The Truck of Deliciousness is coming to Severn Run this Sunday from 11 AM-'2:30 PM for our Tables Kick-'Off! Check out their menu and let us know what sounds most delicious(ness) to you in the comments.",6,0,13,0,275,
6/20/2017 09:00 AM,"Want to host a table? Visit the link below or text us at 410-'921-'6788 to get your Table started! #TablesAtSR",1,0,1,0,55,
6/19/2017 04:53 PM,"This Sunday marks the kick off of Tables, and we are celebrating by having 4 food trucks on campus! Tell us how excited you are by picking a crazy GIF and putting it in the comments.",3,3,9,0,196,
6/19/2017 04:52 PM,"Have questions about our summer initiative Tables? Amber has the answers!
Start a Table: text 410-'921-'6788
Join a Table: severnrun.com/tables",22,14,0,2,0,
6/19/2017 03:29 PM,"Find out how God is calling you to participate in Tables! Digging Deeper for Week of June 18, 2017",2,0,0,0,0,
6/19/2017 01:05 PM,"Find a Table or start a Table of your own at severnrun.com/tables!",3,1,0,4,0,
6/19/2017 01:03 PM,"It's time to step out of the whirlwind! Join a weekly Table today at severnrun.com/tables. #TablesAtSR",2,0,0,0,0,
6/19/2017 06:00 AM,"When I am afraid, I put my trust in you. -'Psalm 56:3",9,0,8,2,689,
6/18/2017 04:53 PM,"Tables Hosts! This is your chance to plug your Table. Comment with your day, location, and GroupMe link to invite others to your Table.",4,0,6,0,565,
6/18/2017 10:59 AM,"Good morning! This summer, step out of the chaos and into relationship. Join us this morning as look deeper at the true value of Tables! And join a Table at severnrun.com/tables",9,4,0,0,0,
6/18/2017 09:29 AM,"Good morning Severn Run! This summer, step out of the chaos and into relationship. Join us this morning as we examine the true value of Tables!",6,10,0,2,0,
6/18/2017 08:00 AM,"To all the Dads, we wish you a Happy Father's Day!  
Train up a child in the way he should go; even when he is old he will not depart from it. -'Proverbs 22:6",13,0,8,3,800,
6/17/2017 07:35 PM,"“But the fruit of the Spirit is love, joy, peace, patience, kindness, goodness, faithfulness, gentleness and self-'control.” Galatians 5:22-'23",9,1,6,1,270,
6/17/2017 04:53 PM,"CHALLENGE: Put a Bible verse in the comments that talks about Jesus being at a table. You can't use the same verse someone has already posted! How many can we find? #TablesAtSR",6,4,38,2,609,
6/17/2017 09:01 AM,"The story of The Prodigal Son is actually a story of two lost sons. -' Dr. Drew Shofner",7,0,17,2,869,
6/16/2017 07:35 PM,"When we accept our identity in Christ, we will live in His authority to change our world!",12,1,3,1,201,
6/16/2017 04:53 PM,"Where are you headed for dinner tonight? Who is going with you? #TablesAtSR",10,2,15,0,338,
6/16/2017 09:01 AM,"Do you want a little pick me up mid week? Sign up for our weekly email devotionals, The Life Lifters! http://buff.ly/2su6HRA",2,0,1,0,171,
6/16/2017 06:00 AM,"Make the decision to live joyfully in the light! -' Dr. Drew ShofnerWatch the full message : http://buff.ly/2suoI2i",7,0,11,0,624,
6/15/2017 07:15 PM,"Never underestimate the power of a faith based choice thrown in the face of the impossible. -'Dr. Drew Shofner",11,0,2,3,299,
6/15/2017 04:50 PM,"Don't miss clearance bundles at the Gear Shop this Sunday!",1,0,13,0,103,
6/15/2017 12:05 PM,"Help us out, do you eat in front of the TV more often than not? Help us settle a debate by commenting yes or no. Find out what we learn Sunday when we talk about #TablesAtSR.",3,19,154,1,1547,
6/15/2017 10:59 AM,"Choose to live joyfully in the light and share God's love in this Week's Life Lifter",5,0,0,2,0,
